"X_key";"date";"session";"Longitude";"Latitude";"accuracy";"project";"FirstResPLv2Score";"IdentifStatus";"scName";"glc19SpId"
10028551095;1.526727e+12;"817b8d1c-480c-4e09-b249-2952c70ef2f0";3.717672;47.92842;10.488;"weurope";0.987722873687744;2;"Cyanus montanus (L.) Hill";30324
10024783688;1.523554e+12;"1b8083a4-86b9-4b62-97ec-41aa0a64cc6e";5.812101;45.12024;11.187;"weurope";0.9994874;2;"Capsella bursa-pastoris (L.) Medik.";30721
10024950160;1.523802e+12;"fd0f9413-f9b8-4e6b-92f0-ce860a0b3bdb";-0.1077302;44.99958;12.613;"weurope";0.9983242;2;"Kerria japonica (L.) DC.";31757
10021330451;1.509104e+12;"cacec4fc-1b72-45fd-b5ea-7cb303678f74";-3.978772;47.90767;7.5;"useful";0.994881272315979;2;"Centranthus ruber (L.) DC.";30849
10014865348;1.497284e+12;"160afb00-942f-4713-96dc-a410dfc68c37";6.200771;44.63194;6;"weurope";0.9820236;2;"Sambucus nigra L.";30134
10035934884;1.531316e+12;"6ff0efa4-4911-4933-bf46-ba6172024861";2.472578;44.49971;23.475;"weurope";0.9999105;2;"Staehelina dubia L.";31167
10010294056;1.489482e+12;"3d773301-ec9e-4e70-9ef3-9823a7259b0a";-3.120358;47.50593;6;"weurope";0.995539963245392;2;"Nerium oleander L.";30683
10036007012;1.531383e+12;"b8b10e65-12f8-406b-9be9-0308670c267e";0.1538473;47.91863;10;"weurope";0.993171095848084;2;"Lythrum salicaria L.";30687
10011551025;1.492764e+12;"fd57df2a-8b69-4cce-b66b-6610bf13a445";-0.5254131;44.85746;16.738;"weurope";0.9946886;2;"Geranium dissectum L.";30933
10036733632;1.531919e+12;"b8024c0c-d563-4044-b59b-69fb67e293bf";-1.510306;46.20705;14.849;"weurope";0.9885689;2;"Passiflora caerulea L.";30270
10019213490;1.504355e+12;"1b7db98e-cb3a-44c0-8e0a-43b7935ecd12";2.248381;48.82852;-1;"useful";0.996698677539825;2;"Syringa vulgaris L.";30420
10014756132;1.497181e+12;"9719dfa5-2313-4f81-9b94-9b4cbb163602";6.537698;43.24832;18.402;"weurope";0.9827948;2;"Albizia julibrissin Durazz.";32012
10032201814;1.528736e+12;"51d0d797-fe37-4bf9-973f-07e0623bd7db";-1.367955;46.20342;13.743;"weurope";0.9969802;2;"Nerium oleander L.";30683
10013337592;1.495472e+12;"cb75390d-e794-4b75-91e1-078e3dc5ee29";-3.128831;47.96923;22.755;"weurope";0.995713710784912;2;"Phacelia tanacetifolia Benth.";30433
10024447469;1.522948e+12;"cb7b2af4-a463-4b10-81fd-b0fe4962e803";6.640711;43.26768;-1;"weurope";0.9957657;2;"Trachelospermum jasminoides (Lindl.) Lem.";34200
10027890688;1.526207e+12;"9e9ad4c0-29d5-4b48-9f79-5d3d98168680";1.744798;43.81867;10;"weurope";0.9966291;2;"Narcissus pseudonarcissus L.";30921
10018899400;1.503768e+12;"5a6f66f1-48ce-4e72-8d77-5803263ce33a";6.772553;47.33234;5.4;"weurope";0.987935066223144;2;"Daucus carota L.";31218
10011637998;1.492941e+12;"2657951c-925e-4e41-9e55-8b886c316bf5";5.93597;43.14652;16;"weurope";0.9892932;2;"Centranthus ruber (L.) DC.";30849
10030904064;1.528034e+12;"b297e63d-f42f-4bfd-a98e-32048e3ab277";-4.519312;48.39185;18.016;"weurope";0.990514874458313;2;"Linaria repens (L.) Mill.";33386
10032315111;1.528816e+12;"d4846c06-624c-4c29-b4ee-5c3ca808ae0e";2.372367;48.67698;15.316;"weurope";0.983277022838592;2;"Kerria japonica (L.) DC.";31757
10015032830;1.497518e+12;"04dd9896-b210-499e-9eaf-f4d2262adb4d";-1.222422;44.71326;15;"weurope";0.9902518;2;"Tuberaria guttata (L.) Fourr.";31734
10010416456;1.489943e+12;"2e1c598d-8251-48ee-afbd-b48a5f0add61";-0.8425665;43.6587;16;"weurope";0.9914529;2;"Rumex obtusifolius L.";31395
10014546022;1.49612e+12;"7c014a0a-5896-4721-8f59-4ec2700581b5";-0.9388889;46.63694;-1;"weurope";0.984605014324188;2;"Acer campestre L.";30402
10010231527;1.489228e+12;"0c968b07-ac69-42d1-ac8f-3cc985f5b858";-1.120997;44.24176;24;"weurope";0.9807493;2;"Calocedrus decurrens (Torr.) Florin";31291
10014117950;1.496502e+12;"6c9a1fb7-610a-4293-9c0e-715eecc9aa46";6.080207;43.4004;19.783;"useful";0.9888565;2;"Trachelospermum jasminoides (Lindl.) Lem.";34200
10012281234;1.494005e+12;"7dc5b5b5-ba87-4427-9c8d-3266f88a9050";4.950525;43.43461;8;"weurope";0.9920279;2;"Tragopogon porrifolius L.";30651
10022649673;1.514897e+12;"f9a98029-1457-43d0-9466-54578705fd32";2.469605;48.80175;22.755;"weurope";0.997001826763153;2;"Clematis vitalba L.";30025
10030529192;1.527854e+12;"41d4bd9a-9aa1-4184-b70e-51b879aec592";-0.6884373;44.83463;13.836;"weurope";0.9886223;2;"Spiraea japonica L.f.";31807
10040005386;1.53436e+12;"750ba728-6fb1-4ec0-a41a-4f288f5bb7ec";-1.953807;48.05951;22.306;"useful";0.992203414440155;2;"Hibiscus syriacus L.";30925
10016686878;1.500022e+12;"a5ce877b-3271-401b-8ef4-abbc990459d7";5.244168;43.86007;20;"weurope";0.9935118;2;"Pallenis spinosa (L.) Cass.";31569
10016549739;1.499775e+12;"3f002e2c-d649-4a71-98e5-10d4c837f275";3.391455;43.28632;6.3;"weurope";0.9967036;2;"Datura stramonium L.";30905
10016569151;1.499795e+12;"41dd7e8c-4dc3-4480-8ba0-8ca880fd599e";5.945631;45.58604;22.186;"weurope";0.9987661;2;"Nerium oleander L.";30683
10019506553;1.504948e+12;"6c57629f-c6db-478e-83a5-d4aa21dd44f4";4.394141;44.40776;20.546;"weurope";0.9935067;2;"Passiflora caerulea L.";30270
10039462503;1.534003e+12;"c455d249-ab33-4759-87ee-780d94250db3";1.066757;49.419;14.919;"weurope";0.984241306781769;2;"Crataegus monogyna Jacq.";30190
10017878475;1.502125e+12;"f16ad636-5c1b-47ee-a847-e024fe8eb3d6";2.527543;43.59804;14;"weurope";0.9811757;2;"Persicaria maculosa Gray";30261
10011156364;1491994157400;"4beb837a-f220-45b3-ae36-5e420ed2443e";3.0185456;42.5203125;4;"weurope";0.996564269065857;2;"Cistus albidus L.";29983
10039838898;1.534261e+12;"b2d69e7a-6630-4742-9f86-597a2f95b44f";2.232281;48.70104;23.052;"useful";0.988217055797577;2;"Tanacetum vulgare L.";30023
10041316008;1.535301e+12;"9e7d9f5e-044f-422c-b96a-75a8f6b4c6aa";2.269811;48.77483;19.053;"weurope";0.981131255626678;2;"Ricinus communis L.";31089
10029790477;1.52742e+12;"ad94db5a-e1dc-4e99-ae8d-354cbfc0787c";2.740134;50.315;10;"weurope";0.987664043903351;2;"Acer palmatum Thunb.";31966
10010053549;1.488107e+12;"4a9e2aca-a51c-44d3-85f1-de32586c044f";4.232257;43.82412;8;"weurope";0.9851879;2;"Mercurialis annua L.";30090
10010038726;1.488025e+12;"39638941-9b49-472d-a0b1-77b93b3badc7";5.386798;43.2554;18.72;"weurope";0.9929727;2;"Anemone coronaria L.";32289
10043071978;1.536735e+12;"3e553116-aecc-47d4-b756-3b0244910ce9";6.741661;43.57281;24.38;"weurope";0.997528;2;"Sorbus torminalis (L.) Crantz";34112
10034673266;1.530384e+12;"5226c7cd-b945-4f46-b32c-d4829bc43f55";2.768491;43.54935;-1;"weurope";0.9861913;2;"Fagus sylvatica L.";30184
10017575514;1.501621e+12;"10c04bdb-40bf-4e7e-9bb5-aa728c8073b9";2.319327;48.6391;5;"weurope";0.982158958911896;2;"Betula pendula Roth";29973
10037208082;1.532262e+12;"07d85276-9b7c-46e9-aaf7-acd9e4764aa8";4.145538;45.37534;13.03;"weurope";0.9805648;2;"Lavandula angustifolia Mill.";30442
10011245980;1.492183e+12;"44d39f00-82e9-4a14-b74c-41d839b6811c";2.199815;49.01961;22.122;"weurope";0.999758362770081;2;"Kerria japonica (L.) DC.";31757
10039490922;1.534013e+12;"1be187dd-eb19-493f-9405-9dc4b032aeba";0.6162197;49.77795;10;"weurope";0.989458084106445;2;"Pyrus communis L.";31090
10023809192;1.521041e+12;"9481f13c-70af-4140-9f8c-8fc3ea1cce2b";7.227802;43.67466;10;"reunion";0.9960153;2;"Beta vulgaris L.";30866
10015074549;1.497553e+12;"5391d3af-c6f7-464b-8861-f331a23ef16b";5.103974;44.31645;8;"weurope";0.9986693;2;"Trachelospermum jasminoides (Lindl.) Lem.";34200
10029805042;1.527423e+12;"cca45989-76e7-42bf-803b-9b3dfcb518ac";4.657269;43.86656;18.177;"weurope";0.9817631;2;"Rosmarinus officinalis L.";30148
10020665356;1.507471e+12;"c4c239b1-e1b2-4dae-ae45-ed717eb5bd06";-0.3797278;44.47798;6.283;"weurope";0.9812368;2;"Phytolacca americana L.";30123
10031808845;1.528554e+12;"b5914baa-70a3-4dc2-8331-6ec2edde35e6";1.899683;50.93196;12;"weurope";0.984573721885681;2;"Iris pseudacorus L.";30329
10033246920;1.529402e+12;"a1f3e843-ccb8-47d1-9bf8-b28843fe805e";-1.361752;46.20613;10;"afn";0.999203;2;"Populus alba L.";30989
10040571203;1.534765e+12;"03d83b1d-de67-42e0-a40c-bb963f89e568";4.749722;44.48611;-1;"weurope";0.9917458;2;"Hibiscus syriacus L.";30925
10037895914;1.532796e+12;"5442cbdf-6a12-4c4d-ba00-ca8481977c33";-2.97778;47.66586;11.8;"weurope";0.994760692119598;2;"Hydrangea macrophylla (Thunb.) Ser.";33228
10014472239;1.495296e+12;"e955ebe1-4e5b-4be1-b031-6bd4c4a9327b";4.66155;47.36037;6;"weurope";0.985819935798645;2;"Melittis melissophyllum L.";31107
10042331803;1.536138e+12;"32ddef0e-81fd-4d11-8379-e769ed36bce5";4.833713;45.82612;19.548;"useful";0.9862441;2;"Magnolia grandiflora L.";30752
10037328403;1.532328e+12;"b398ce67-0a56-4039-ad41-dcf3f560e912";4.315734;44.79552;10.088;"weurope";0.9838726;2;"Gentiana lutea L.";30311
10044454948;1.537899e+12;"c00e24bf-ec13-4121-9532-594fea8ae787";2.787365;49.15867;10;"weurope";0.994730472564697;2;"Persicaria maculosa Gray";30261
10040562638;1.534761e+12;"b5479eeb-96da-4a87-a2af-2f8581772cd1";7.019089;45.33747;10;"weurope";0.9801912;2;"Achillea millefolium L.";30102
10039372373;1.533933e+12;"ecb180a6-6556-4b3e-9e8b-71397ac564a4";3.884977;43.59786;10;"weurope";0.9878175;2;"Monstera deliciosa Liebm.";33508
10031210753;1.528194e+12;"bc746ac1-11e7-49cf-a391-17d0c34df486";6.411449;43.33869;10;"weurope";0.9972956;2;"Briza maxima L.";31018
10036628996;1.531834e+12;"440c37d2-ea9d-4a67-a5e4-24017b7aab83";-2.575175;47.51912;-1;"weurope";0.996557533740997;2;"Datura stramonium L.";30905
10031848402;1.528565e+12;"08f4eac2-67a6-4026-9698-a966dd05b299";2.191826;48.8714;15.817;"weurope";0.995956242084503;2;"Hibiscus syriacus L.";30925
10041069625;1.535141e+12;"d3700faf-321b-4190-a071-e3dfea6efa90";1.979776;45.35614;10;"weurope";0.9984647;2;"Nerium oleander L.";30683
10020578903;1.507285e+12;"4f8cd770-51f3-4c46-a12c-c63a8038ad10";-0.7136507;47.62246;10;"weurope";0.986218631267548;2;"Duranta erecta L.";32925
10038350269;1.533118e+12;"19217f33-077d-48e3-957d-29f9bb86f5d5";0.0997225;47.62703;17;"weurope";0.983757972717285;2;"Origanum vulgare L.";30781
10011676066;1.492969e+12;"5346c2c7-6297-43c5-949c-ce2dd475cdf4";0.9073497;49.84886;20;"weurope";0.985869228839874;2;"Cardamine pratensis L.";30358
10020929304;1.508075e+12;"d2881c84-306a-4681-a4f4-40973aec0271";3.055369;45.9074;8;"weurope";0.9947965;2;"Hedera helix L.";29980
10035558629;1.531045e+12;"a7af918b-ee78-4a13-9386-407d83db8d40";6.482103;47.92414;20.752;"weurope";0.981529235839844;2;"Eupatorium cannabinum L.";30830
10034639205;1.530371e+12;"bfef5ccc-052b-4785-8de3-8042436bc45b";-1.504002;48.05063;15.016;"weurope";0.986612915992737;2;"Koelreuteria paniculata Laxm.";31112
10030099940;1.52758e+12;"1517c189-4af9-43db-a50f-6a689e5a5d95";5.591324;45.72014;23.339;"weurope";0.9800509;2;"Nigella damascena L.";31228
10040298648;1.534597e+12;"a0a9c9fd-2680-4a87-887b-d5a044a07328";4.944879;43.92883;13.461;"useful";0.9900282;2;"Ocimum basilicum L.";31747
10026810279;1.525525e+12;"a33e7d21-ab5b-474f-8f7e-2fbee46a4b45";5.376033;43.28614;16.938;"weurope";0.9891839;2;"Philadelphus coronarius L.";30523
10027216991;1.525779e+12;"6fa2a8f0-e484-42c7-94cb-97e03c82e2ba";4.980743;43.44735;-1;"useful";0.9915689;2;"Cistus salviifolius L.";31457
10015742183;1.498464e+12;"e05440ad-2ee7-434a-be21-40c0515a8565";2.612862;44.49876;16;"weurope";0.9890035;2;"Filipendula ulmaria (L.) Maxim.";30074
10029482276;1.527251e+12;"6b41a386-65e5-4b39-8655-edac7df11487";-0.8225;45.14389;-1;"weurope";0.9875689;2;"Antirrhinum majus L.";29993
10029852799;1.527433e+12;"f3be14c8-a7c0-4d1a-8f65-31ea5a4b3b1d";-0.4026783;45.32947;10;"weurope";0.9944636;2;"Deutzia scabra Thunb.";32885
10035313939;1.530875e+12;"24e9cbc9-be37-40d2-98b9-3d593931c8bc";7.294167;44.11333;-1;"weurope";0.9984238;2;"Achillea millefolium L.";30102
10041346808;1.535315e+12;"4f2efbd4-db63-44c5-89ee-8850bb126519";2.687021;48.86012;10;"weurope";0.986486792564392;2;"Mirabilis jalapa L.";30494
10041116063;1.535196e+12;"bc049edf-714e-42d5-8042-878065ddeae4";2.389403;48.80934;13.756;"weurope";0.992984592914581;2;"Lagerstroemia indica L.";31347
10016265535;1.499301e+12;"2099989c-971e-4d6c-b7ea-60284d798e05";1.444209;43.60465;17.754;"weurope";0.990247;2;"Cercis siliquastrum L.";30504
10028596947;1.526743e+12;"c85a82ca-887a-4969-bbe6-43982becaf90";6.566389;44.39417;-1;"useful";0.9985916;2;"Cydonia oblonga Mill.";31202
10037275654;1.53228e+12;"baa5a409-2060-46f5-a587-b2c8d1e7a0c2";-1.114472;44.6372;16;"weurope";0.9817802;2;"Cyperus papyrus L.";32850
10016321957;1.499424e+12;"d875406b-35ca-4a73-8c0f-ae6a2709774a";-1.716489;48.15507;18.007;"useful";0.986389935016632;2;"Hibiscus syriacus L.";30925
10042628548;1.536406e+12;"203df02d-9135-4787-a9c0-66e17bd3bbc0";1.890972;47.84848;16.517;"useful";0.998900711536408;2;"Sempervivum arachnoideum L.";31455
10015294724;1.49781e+12;"7158e068-6a3a-4338-8801-42c3e4892664";6.307049;46.05573;13;"weurope";0.9967044;2;"Cirsium arvense (L.) Scop.";30147
10029130145;1.527001e+12;"4ffa2c65-b5fb-488d-90d6-a644000c9d3e";1.204407;44.76046;16;"useful";0.9979177;2;"Salvia microphylla Kunth";30914
10016256951;1.499283e+12;"8a979604-51ed-4a8f-a521-ec5e0cd128e2";3.125436;45.23084;8;"useful";0.9808958;2;"Salvia farinacea Benth.";33975
10039524891;1.534061e+12;"5213ec7e-8442-4143-8ccd-07cec5c18d56";1.734641;49.42712;24;"useful";0.982362747192383;2;"Fagus sylvatica L.";30184
10013799588;1.49608e+12;"a1365dd2-1edd-415d-8745-a2c2f4f7611f";0.5917322;48.502;6;"weurope";0.993133842945099;2;"Aquilegia vulgaris L.";30605
10041578597;1.535534e+12;"7542fb97-3ee8-4e88-a0ec-84bd4413f95b";-1.463025;43.59393;10;"weurope";0.9897684;2;"Hedera helix L.";29980
10011246830;1.492183e+12;"d0d5bbce-0b25-4ec2-a48e-3a9f252693be";-0.9876842;49.39536;2.5;"weurope";0.981498420238495;2;"Ulex europaeus L.";30516
10009780500;1.486024e+12;"c082989b-2e85-4cc3-973f-dcd63fb90552";1.906042;47.9124;16;"weurope";0.983174979686737;2;"Hedera helix L.";29980
10026323103;1.525109e+12;"e17d5f88-0a90-44c7-a9bc-5567536723b5";-1.835;47.87222;-1;"weurope";0.9960697889328;2;"Aquilegia vulgaris L.";30605
10028843481;1.526842e+12;"4b991db5-7983-49a9-b19d-0cdebdfac9fd";1.873889;48.97833;-1;"weurope";0.988354027271271;2;"Cynoglossum officinale L.";30451
10036653485;1.531846e+12;"91418838-b99c-4b12-881f-2edcab6ebbe5";2.470769;44.94908;10;"weurope";0.981815;2;"Daucus carota L.";31218
10039309125;1.5339e+12;"9158ac09-1ad3-4b71-bd3a-f85f0c41e634";0.5615673;44.17935;10;"weurope";0.9909576;2;"Sambucus ebulus L.";30548
10032976610;1.529239e+12;"60e4b131-3a19-4df5-9847-ea8198c87582";3.095152;50.30636;21.256;"weurope";0.985670685768127;2;"Geranium robertianum L.";30003
10024982036;1.523815e+12;"20f7b174-8b5a-4000-8302-9f9cdd1bfc4a";3.28842;45.90032;23.38;"weurope";0.9962481;2;"Glechoma hederacea L.";30126
10017757541;1.501955e+12;"4332d0a2-6617-457e-9208-174e4ad9af5d";-1.754657;48.55209;21.125;"weurope";0.990164935588837;2;"Albizia julibrissin Durazz.";32012
10025699298;1.524593e+12;"42c67eb1-19f8-4aef-a45d-b21e38a755ec";4.624442;45.65918;11.47;"weurope";0.9962565;2;"Chelidonium majus L.";29972
10032984823;1.529241e+12;"eee7f657-ffa2-4a6a-87c0-27eff115d8c0";-2.846004;47.59668;22.6;"weurope";0.982248902320862;2;"Santolina chamaecyparissus L.";31813
10014023146;1.496396e+12;"0fbea8e6-6442-496a-b673-0d4c6cbc4b1f";-1.337484;46.19078;8;"weurope";0.9916439;2;"Acanthus mollis L.";29989
10032469808;1.528914e+12;"9d01a3b5-37fd-4ce9-bb70-29e41baffb90";-4.265171;47.97927;10;"weurope";0.99902755022049;2;"Ocimum basilicum L.";31747
10025864419;1.524762e+12;"77269a6d-0425-48bb-b0a2-d6b43748d216";1.998877;48.98594;10;"weurope";0.996491074562073;2;"Vicia sativa L.";30205
10040204747;1.534522e+12;"0c75a2bb-102e-4bf1-807f-8f8a69cfab76";-1.369165;46.02774;10;"weurope";0.9979569;2;"Lagerstroemia indica L.";31347
10038351736;1.533119e+12;"45d93678-30da-4eae-8bb4-b2dd2ee19fd9";-3.428121;47.74277;10;"weurope";0.993802547454834;2;"Cosmos bipinnatus Cav.";31460
10042895628;1.536571e+12;"aec976cb-8e53-43e0-b364-2ddaee43110b";2.328205;48.86269;11.77;"weurope";0.998527884483337;2;"Celosia argentea L.";32668
10029580249;1.527324e+12;"510e9588-8b14-4666-8505-a34d2147bade";0.0203387;42.96149;10;"weurope";0.9850166;2;"Daphne laureola L.";30183
10030968582;1.528046e+12;"ec1e81fe-8274-4b87-b46e-095d683e8b0b";2.306463;48.97977;14.353;"useful";0.992718517780304;2;"Buxus sempervirens L.";30860
10019783717;1.505553e+12;"27ffec46-885d-4544-aa26-db9b20de0c87";-0.7117571;48.64189;24.9;"useful";0.98641711473465;2;"Tibouchina urvilleana (DC.) Cogn.";34187
10031438041;1.528312e+12;"d2687ef5-d40c-4187-8727-a7a55a3fee19";4.393055;44.18555;-1;"weurope";0.9800278;2;"Bituminaria bituminosa (L.) C.H.Stirt.";31211
10028469926;1.526659e+12;"9d879d3c-2f75-411a-a22b-dcdd25f2ae6b";4.703875;48.82552;15;"weurope";0.991476058959961;2;"Reseda lutea L.";30920
10026062089;1.52493e+12;"a7ab39f8-82b9-42e1-a0a0-cdace7730c8b";2.092434;48.72542;10;"weurope";0.986428737640381;2;"Acer pseudoplatanus L.";30467
10021295701;1.509008e+12;"993d310f-c6ec-4b8b-8eea-d36472b57051";4.881011;45.0636;17.523;"weurope";0.9931208;2;"Laurus nobilis L.";30295
10021516081;1.509559e+12;"38ecc113-beba-4b39-aa49-20f0fcf54ff0";2.320546;48.62972;20;"useful";0.991456687450409;2;"Parthenocissus quinquefolia (L.) Planch.";30067
10020671667;1.507475e+12;"fd45602f-f836-4a4b-b467-5b8f5def15f4";-1.487022;47.16878;22.755;"weurope";0.987894415855408;2;"Cyclamen hederifolium Aiton";30407
10031411541;1.528304e+12;"349d5f1a-bf2c-4480-aa2b-2444e15ba26f";-2.828517;47.91661;-1;"weurope";0.988037943840027;2;"Rubus odoratus L.";33918
10026356854;1.52516e+12;"652d57bb-b72e-4fa0-8009-cb8372cb0906";7.005259;43.57181;18.172;"weurope";0.9994177;2;"Tropaeolum majus L.";34229
10031096422;1.528121e+12;"50fdae6b-0169-479b-9a80-d4d48c06bcef";4.819428;45.76097;14.986;"weurope";0.9891259;2;"Salvia microphylla Kunth";30914
10039761839;1.534192e+12;"6409af53-0c3e-49e0-bc56-d1e04b434152";-0.3637438;43.308;13.46;"weurope";0.9933869;2;"Ocimum basilicum L.";31747
10031240028;1.528206e+12;"e5e30fa7-6823-4741-8383-c96fa918d8d7";1.619376;50.42166;17.6;"weurope";0.989497005939484;2;"Philadelphus coronarius L.";30523
10038272357;1.533049e+12;"3f3792ea-3813-4621-898e-44038b5e6c0f";-1.708878;48.108;16.077;"weurope";0.995490372180939;2;"Datura stramonium L.";30905
10018320227;1.502803e+12;"caae7d06-0ef3-45dd-bcef-6d7cca5e57bd";7.39917;48.32178;19;"weurope";0.995233833789825;2;"Chelidonium majus L.";29972
10040213823;1.534525e+12;"3724d280-f57b-4571-a98a-f4e6afeb2564";6.928196;43.48237;20;"weurope";0.9981447;2;"Rosmarinus officinalis L.";30148
10027499874;1.525963e+12;"cbff5459-b46a-4e22-8383-c6495c12e998";2.890652;50.44188;14.558;"weurope";0.983077704906464;2;"Acer platanoides L.";30401
10030110206;1.527585e+12;"d79b76f1-4cf1-4e36-b116-333875507ffc";2.898105;42.6991;16.251;"weurope";0.9959218;2;"Trachelospermum jasminoides (Lindl.) Lem.";34200
10040183807;1.534513e+12;"0154d35b-04f3-489e-ad37-d69550a728b3";-1.428196;43.70383;16;"weurope";0.9982607;2;"Nerium oleander L.";30683
10028468491;1.526658e+12;"db06077c-04ec-45ce-be84-9b5552be6736";5.338429;45.97455;13.688;"weurope";0.98294;2;"Corylus avellana L.";30348
10039604618;1.534088e+12;"7fe0641a-61dd-4272-a163-04df9f25a41d";5.265285;47.10121;10;"weurope";0.991915702819824;2;"Parthenocissus quinquefolia (L.) Planch.";30067
10035769338;1.531159e+12;"64343f58-30eb-4fe3-bd02-b76e3a713ea9";2.291302;48.65354;16.561;"weurope";0.997954189777374;2;"Phacelia tanacetifolia Benth.";30433
10014507752;1.49599e+12;"e7a508f5-d0f3-4d4f-8d31-2ebb530ce0c7";-0.5955316;43.86695;18.569;"useful";0.9800248;2;"Fagopyrum esculentum Moench";31063
10041598614;1.535546e+12;"335258c3-a36f-4148-842e-5f9b33eff644";6.201015;48.76302;10;"weurope";0.986113727092743;2;"Cornus mas L.";30468
10042270936;1.536071e+12;"f75f20c5-55ba-432b-9bb6-22811d07b3d8";6.173598;46.12162;10;"useful";0.985717;2;"Silene vulgaris (Moench) Garcke";30229
10039252398;1.533835e+12;"9528b874-ebec-46d7-8ec4-0422655153af";-2.9775;47.66417;-1;"useful";0.998579680919647;2;"Passiflora caerulea L.";30270
10031121782;1.528129e+12;"d9304490-83e4-44b7-993f-4ba6b41539a3";1.60665;44.61774;19;"weurope";0.9863988;2;"Salvia pratensis L.";30120
10027161282;1.525721e+12;"fff0f248-49e8-41e2-900e-b8f258dbdabc";0.3233333;46.57695;-1;"weurope";0.9966484;2;"Aquilegia vulgaris L.";30605
10038146648;1.532954e+12;"6efe628c-4ef4-4e65-9203-5904c9cbc985";2.229384;48.96193;14.753;"weurope";0.999313533306122;2;"Lagerstroemia indica L.";31347
10026717226;1.525447e+12;"47bec930-461c-4e36-8bba-000180dfda36";3.58543;43.82789;14.088;"weurope";0.9884011;2;"Viburnum lantana L.";30207
10010607546;1.49061e+12;"7b51c0f3-33ec-4e1d-af92-e1763571e33b";1.063151;47.33357;12;"weurope";0.986314594745636;2;"Muscari neglectum Guss. ex Ten.";33514
10038278328;1.533051e+12;"31d9aa83-0570-4380-a9ee-1e0c0b31dacd";5.386278;43.26324;10;"weurope";0.9819668;2;"Pittosporum tobira (Thunb.) W.T.Aiton";33757
10026311867;1.525104e+12;"52c08d7c-61bb-4247-bd99-6e61152aeacf";7.562008;48.0056;16;"useful";0.984389185905456;2;"Aquilegia vulgaris L.";30605
10029253797;1.527087e+12;"1500123d-216a-4844-8def-1db42d22691e";2.095715;49.00686;19.542;"weurope";0.99903267621994;2;"Liquidambar styraciflua L.";30155
1.0038e+10;1.532867e+12;"f902277d-7e10-4e1c-8b81-1417d2ccd23f";4.27926;45.51559;10;"weurope";0.9866401;2;"Hibiscus syriacus L.";30925
10038500759;1.53323e+12;"b4ea343f-8469-499a-96f7-100bd971dbc1";4.461935;43.81343;10;"weurope";0.9944136;2;"Olea europaea L.";29985
